Name,Price,Image,Link
AZTEC EMBROIDERED LINEN SHIRT,"Rs.5,450.00",https://lamaretail.com/cdn/shop/files/WAS24TP104-OFF-WHITE-AZTEC-EMBROIDERED-LINEN-SHIRT_4.jpg?v=1717648471&width=1080,https://lamaretail.com/collections/woman-studio-collection/products/aztec-embroidered-linen-shirt-was24tp104-off-white
SCHIFFLI FERN SHIRT,"Rs.5,450.00",https://lamaretail.com/cdn/shop/files/WAS24TP106-WHITE-SCHIFFLI-FERN-SHIRT_3.jpg?v=1717397113&width=1080,https://lamaretail.com/collections/woman-studio-collection/products/schiffli-fern-shirt-was24tp106-white
CUTWORK TUNIC,"Rs.5,450.00",https://lamaretail.com/cdn/shop/files/WAS24DR116-WHITE-CUTWORK-TUNIC_14.jpg?v=1710914599&width=1080,https://lamaretail.com/collections/woman-studio-collection/products/cutwork-tunic-was24dr116-white
WIDE PARTY PANTS,"Rs.5,450.00",https://lamaretail.com/cdn/shop/files/WAS24BT086-WHITE-WIDE-PARTY-PANTS_6_ca7047b8-f992-4ae1-818c-7d684842f6e4.jpg?v=1718882962&width=1080,https://lamaretail.com/collections/woman-studio-collection/products/wide-party-pants-was24bt086-white
FLOWY TOP,"Rs.5,450.00",https://lamaretail.com/cdn/shop/files/WAS24TP078-BEIGE-FLOWY-TOP_6.jpg?v=1717394110&width=1080,https://lamaretail.com/collections/woman-studio-collection/products/flowy-top-was24tp078-beige
CROCHET SLEEVE BLOUSE,"Rs.5,450.00",https://lamaretail.com/cdn/shop/files/WAS24TP080-BLACK-CROCHET-SLEEVE-BLOUSE_12.jpg?v=1717394280&width=1080,https://lamaretail.com/collections/woman-studio-collection/products/crochet-sleeve-blouse-was24tp080-black
FLOWY TOP,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/flowy-top-was24tp078-pink
SCHIFFLI FERN CULOTTES,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/schiffli-fern-culottes-was24bt106-white
LONG FLOWY PANTS,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/long-flowy-pants-was24bt019-black
LONG TUNIC DRESS,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/long-tunic-dress-was24dr009-black
LONG FLOWY PANTS,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/long-flowy-pants-was24bt019-beige
FLOWY TOP,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/flowy-top-was24tp078-black
PARTY TUNIC,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/party-tunic-was24tp082-taupe
DIAMANTE DRAWSTRING CULOTTES,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/diamante-drawstring-culottes-was24bt082-taupe
CROCHET TUNIC WITH POCKETS,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/crochet-tunic-with-pockets-was24tp068-black
PARTY LONG TUNIC,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/party-long-tunic-was24tp086-white
SCHIFFLI DRAWSTRING CULOTTES,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/schiffli-drawstring-culottes-was24bt071-green
SCHIFFLI FERN CULOTTES,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/schiffli-fern-culottes-was24bt116-black
LINEN LILY TUNIC,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/linen-lily-tunic-was24tp105-off-white
SCHIFFLI BUTTERFLY SHIRT,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/schiffli-butterfly-shirt-was24tp108-skin
AZTEC LINEN CULOTTES,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/aztec-linen-culottes-was24bt104-off-white
SCHIFFLI DRAWSTRING CULOTTES,"Rs.5,450.00", ,https://lamaretail.com/collections/woman-studio-collection/products/schiffli-drawstring-culottes-was24bt071-light-blue
SCHIFFLI BUTTERFLY CULOTTES,"Rs.5,450.00",https://lamaretail.com/cdn/shop/files/WAS24BT108-SKIN-SCHIFFLI-BUTTERFLY-CULOTTES_2.jpg?v=1717396792&width=1080,https://lamaretail.com/collections/woman-studio-collection/products/schiffli-butterfly-culottes-was24bt108-skin
LONG TUNIC DRESS,"Rs.5,450.00",https://lamaretail.com/cdn/shop/files/WAS24DR009-GREEN-LONG-TUNIC-DRESS_5.jpg?v=1717649501&width=1080,https://lamaretail.com/collections/woman-studio-collection/products/long-tunic-dress-was24dr009-green
CURVE ASYMMETRIC SHIRT,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP042-WHITE-ABSTRACT-STRIPED-SHIRT_10_fb8186f5-0ab9-4d0b-a162-fab3de51dc6e.jpg?v=1714391631&width=1080,https://lamaretail.com/collections/true-body/products/curve-asymmetric-shirt-was24tp042-white
CURVE WIDE PANTS,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24BT009-BLACK-HIGH-WAIST-WIDE-LEG-PANTS_1.jpg?v=1714582874&width=1080,https://lamaretail.com/collections/true-body/products/curve-wide-pants-was24bt009-black
CURVE JACKIE SHIRT,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP190-WHITE-CURVE-JACKIE-SHIRT_7_9cb7a276-d7d5-4d20-b1fb-4b2f7c2eaccf.jpg?v=1714653364&width=1080,https://lamaretail.com/collections/true-body/products/curve-jackie-shirt-was24tp190-white
CURVE MID RISE JEGGING,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24BT046-MID-BLUE-CURVE-MID-RISE-JEGGING_1.jpg?v=1714583764&width=1080,https://lamaretail.com/collections/true-body/products/curve-mid-rise-jegging-was24bt046-light-blue
CURVE FRAYED SHIRT,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP089-BLACK-FRAYED-SHIRT_4_894ab748-c9d0-49ac-b915-9f1bdec52b6d.jpg?v=1714374225&width=1080,https://lamaretail.com/collections/true-body/products/curve-frayed-shirt-was24tp089-black
CURVE SLIM CROPPED JEANS,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24BT048-MID-BLUE-CURVE-SLIM-FIT-CROPPED-JEANS_10.jpg?v=1714818069&width=1080,https://lamaretail.com/collections/true-body/products/curve-slim-cropped-jeans-was24bt048-mid-blue
CURVE FRAYED SHIRT,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP089-WHITE-FRAYED-SHIRT_4_a6801bff-16d4-428b-b6e9-e8b263d4fb7c.jpg?v=1714390963&width=1080,https://lamaretail.com/collections/true-body/products/curve-frayed-shirt-was24tp089-white
CURVE STRIPED PANTS,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24BT032-CREAM-STRIPED-WIDE-LEG-PANTS_3.jpg?v=1714583432&width=1080,https://lamaretail.com/collections/true-body/products/curve-striped-pants-was24bt032-cream
CURVE STRIPED PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-striped-pants-was24bt032-green
CURVE SLOUCHY PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-slouchy-pants-was24bt007-beige
CURVE SLIM CROPPED JEANS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-slim-cropped-jeans-was24bt048-black
CURVE STONE-WASH LONG PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-stone-wash-long-pants-was24bt040-black
CURVE SLOUCHY PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-slouchy-pants-was24bt007-black
CURVE MID RISE JEGGING,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-mid-rise-jegging-was24bt046-black
CURVE WIDE PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-wide-pants-was24bt009-grey
CURVE JACKIE SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-jackie-shirt-was24tp190-green
CURVE FLORAL SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-floral-shirt-was24tp095-blue
CURVE STONE-WASH LONG PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-stone-wash-long-pants-was24bt040-white
CURVE LINEN SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-linen-shirt-was24tp093-sky-blue
CURVE DROP T-SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-drop-t-shirt-was24tp092-ivory
CURVE SAFARI LINEN SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-safari-linen-shirt-was24tp094-beige
CURVE ALL-DAY PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-all-day-pants-was24bt061-ivory
CURVE DROP T-SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-drop-t-shirt-was24tp092-black
CURVE ALL-DAY PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-all-day-pants-was24bt061-black
CURVE SAFARI LINEN SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-safari-linen-shirt-was24tp094-black
CURVE WIDE LONG JEANS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-wide-long-jeans-was24bt047-mid-blue
CURVE LINEN SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-linen-shirt-was24tp093-white
CURVE DENIM SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-denim-shirt-was24tp079-mid-blue
CURVE DRAWSTRING PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-drawstring-pants-was24bt010-black
CURVE MUSLIN PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-muslin-pants-was24bt004-camel
CURVE MUSLIN PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-muslin-pants-was24bt004-black
CURVE CULOTTES,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-culottes-was24bt062-beige
CURVE PRINTED PANTS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-printed-pants-was24bt096-black
CURVE MUSLIN SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-muslin-shirt-was24tp090-black
CURVE WIDE TROUSERS,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-wide-trousers-was24bt066-black
CURVE MUSLIN SHIRT,"Rs.5,950.00", ,https://lamaretail.com/collections/true-body/products/curve-muslin-shirt-was24tp090-beige
CURVE WIDE TROUSERS,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24BT066-WHITE-CURVE-WIDE-TROUSERS_1.jpg?v=1716371712&width=1080,https://lamaretail.com/collections/true-body/products/curve-wide-trousers-was24bt066-white
CURVE PRINTED SHIRT,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP096-BLACK-OVERSIZED-PRINTED-BUTTON-DOWN_4_9b459403-6b9a-4b84-8803-35d9f0ef6a88.jpg?v=1714391954&width=1080,https://lamaretail.com/collections/true-body/products/curve-printed-shirt-was24tp096-black
CURVE DRAWSTRING PANTS,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24BT010-GREY-DRAWSTRING-PLEATED-PANTS_7_c1b53cdc-d36c-4a93-91c6-f74b56ff2a0f.jpg?v=1714390876&width=1080,https://lamaretail.com/collections/true-body/products/curve-drawstring-pants-was24bt010-grey
CURVE CULOTTES,"Rs.5,950.00",https://lamaretail.com/cdn/shop/files/WAS24BT062-BLACK-WIDE-ANKLE-CUT-PANTS_3_21654a63-7b50-4e58-977d-075ff3f4b649.jpg?v=1714390644&width=1080,https://lamaretail.com/collections/true-body/products/curve-culottes-was24bt062-black
CROPPED PARTY TOP,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP031-BLACK-CROPPED-PARTY-TOP_18.jpg?v=1710914896&width=1080,https://lamaretail.com/collections/tops-blouses/products/cropped-party-top-was24tp031-black
FRAYED SHIRT,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP002-WHITE-FRAYED-SHIRT_3.jpg?v=1708421484&width=1080,https://lamaretail.com/collections/tops-blouses/products/frayed-shirt-was24tp002-white
CONTRAST COLLAR BUTTON DOWN,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP023-BLUE-CONTRAST-COLLAR-BUTTON-DOWN_12.jpg?v=1708421898&width=1080,https://lamaretail.com/collections/tops-blouses/products/contrast-collar-button-down-was24tp023-blue
RELAXED STRIPED SHIRT,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP177-BLUE-RELAXED-STRIPED-SHIRT_3.jpg?v=1716977439&width=1080,https://lamaretail.com/collections/tops-blouses/products/relaxed-striped-shirt-was24tp177-blue
POPLIN SHACKET,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/CRFWST0052-CHOCOLATE-POPLIN-SHACKET_2_65c8503f-d598-4bd0-92ba-296c9b51afab.jpg?v=1708521119&width=1080,https://lamaretail.com/collections/tops-blouses/products/poplin-shacket-crfwst0052-chocolate
SHIRT WITH CONTRAST COLLAR,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP034-BLUE-SHIRT-WITH-CONTRAST-COLLAR_16.jpg?v=1715758255&width=1080,https://lamaretail.com/collections/tops-blouses/products/shirt-with-contrast-collar-was24tp034-blue
CROPPED BAND TOP,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP038-BLACK-CROPPED-BAND-TOP_10.jpg?v=1715768690&width=1080,https://lamaretail.com/collections/tops-blouses/products/cropped-band-top-was24tp038-black
ABSTRACT STRIPED SHIRT,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP003-WHITE-ABSTRACT-STRIPED-SHIRT_9.jpg?v=1708421607&width=1080,https://lamaretail.com/collections/tops-blouses/products/abstract-striped-shirt-was24tp003-white
RETRO SILK BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/retro-silk-button-down-was24tp007-cream
STRETCHY MESH TOP,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/stretchy-mesh-top-was24tp039-black
CURVE JACKIE SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-jackie-shirt-was24tp190-white
PATCH POCKET SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/patch-pocket-shirt-was24tp022-black
CURVE ASYMMETRIC SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-asymmetric-shirt-was24tp042-white
JACKIE OVERSIZED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/jackie-oversized-shirt-was24tp075-pink
CURVE FRAYED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-frayed-shirt-was24tp089-white
FRAYED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/frayed-shirt-was24tp002-blue
SHORT SHIRT WITH STRETCHY BACK,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/short-shirt-with-stretchy-back-was24tp027-black
CONTRAST COLLAR BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/contrast-collar-button-down-was24tp023-white
JACKIE OVERSIZED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/jackie-oversized-shirt-was24tp075-cream
POPLIN SHACKET,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/poplin-shacket-crfwst0052-dark-grey
CURVE JACKIE SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-jackie-shirt-was24tp190-green
SHORT SHIRT WITH STRETCHY BACK,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/short-shirt-with-stretchy-back-was24tp027-white
PATCH STRIPED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/patch-striped-shirt-was24tp025-blue
RETRO SILK BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/retro-silk-button-down-was24tp007-black
CROPPED PARTY TOP,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/cropped-party-top-was24tp031-green
PATCH POCKET DENIM SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/patch-pocket-denim-shirt-was24tp073-grey
EVERYDAY PLEATED BLOUSE,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/everyday-pleated-blouse-was24tp041-green
TWO WAY STRIPED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/two-way-striped-shirt-was24tp004-beige
CROPPED BAND TOP,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/cropped-band-top-was24tp038-off-white
BLOOM PRINTED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/bloom-printed-shirt-was24tp091-multi
SAFARI SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/safari-shirt-was24tp077-black
TWO WAY STRIPED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/two-way-striped-shirt-was24tp004-blue
FLOWY TOP,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/flowy-top-was24tp078-pink
SAFARI SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/safari-shirt-was24tp077-white
SCHIFFLI FERN SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/schiffli-fern-shirt-was24tp106-white
CROCHET SLEEVE BLOUSE,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/crochet-sleeve-blouse-was24tp080-black
AZTEC EMBROIDERED LINEN SHIRT,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP104-OFF-WHITE-AZTEC-EMBROIDERED-LINEN-SHIRT_4.jpg?v=1717648471&width=1080,https://lamaretail.com/collections/tops-blouses/products/aztec-embroidered-linen-shirt-was24tp104-off-white
FLOWY TOP,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP078-BEIGE-FLOWY-TOP_6.jpg?v=1717394110&width=1080,https://lamaretail.com/collections/tops-blouses/products/flowy-top-was24tp078-beige
SAFARI SHIRT,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WAS24TP077-NAVY-MUSLIN-SAFARI-SHIRT_4.jpg?v=1715766867&width=1080,https://lamaretail.com/collections/tops-blouses/products/safari-shirt-was24tp077-navy
TWO WAY STRIPED SHIRT,"Rs.4,950.00",https://lamaretail.com/cdn/shop/files/WS24TP004-WHITE-TWO-WAY-STRIPED-SHIRT_4.jpg?v=1715323148&width=1080,https://lamaretail.com/collections/tops-blouses/products/two-way-striped-shirt-was24tp004-white
SAFARI SHIRT,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP102-CAMEL-SAFARI-SHIRT_10.jpg?v=1715766178&width=1080,https://lamaretail.com/collections/tops-blouses/products/safari-shirt-was24tp102-camel
EVERYDAY PLEATED BLOUSE,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP041-BLACK-EVERYDAY-PLEATED-BLOUSE_7.jpg?v=1715766719&width=1080,https://lamaretail.com/collections/tops-blouses/products/everyday-pleated-blouse-was24tp041-black
FLOWY TOP,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP078-BLACK-FLOWY-TOP_2.jpg?v=1717394133&width=1080,https://lamaretail.com/collections/tops-blouses/products/flowy-top-was24tp078-black
EVERYDAY PLEATED BLOUSE,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP041-LIGHT-PINK-EVERYDAY-PLEATED-BLOUSE_9.jpg?v=1715766751&width=1080,https://lamaretail.com/collections/tops-blouses/products/everyday-pleated-blouse-was24tp041-pink
SAFARI SHIRT,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP102-NAVY-SAFARI-SHIRT_9_4be7c56c-e796-46a7-8cc1-043c248eab74.jpg?v=1715941796&width=1080,https://lamaretail.com/collections/tops-blouses/products/safari-shirt-was24tp102-navy
FLOWY TOP,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP078-GREEN-FLOWY-TOP_4.jpg?v=1717396086&width=1080,https://lamaretail.com/collections/tops-blouses/products/flowy-top-was24tp078-green
CURVE FLORAL SHIRT,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP095-BLUE-PRINTED-BUTTON-DOWN_3_c25b6c3c-60d4-4df3-aa1d-9f027c80208d.jpg?v=1714392002&width=1080,https://lamaretail.com/collections/tops-blouses/products/curve-floral-shirt-was24tp095-blue
CURVE MUSLIN SHIRT,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP090-BLACK-MUSLIN-BASIC-BUTTON-DOWN_6_168f872b-d298-4513-9bcc-94672ba5e5fd.jpg?v=1714395360&width=1080,https://lamaretail.com/collections/tops-blouses/products/curve-muslin-shirt-was24tp090-black
CURVE PRINTED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-printed-shirt-was24tp096-black
CURVE SAFARI LINEN SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-safari-linen-shirt-was24tp094-beige
CURVE LINEN SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-linen-shirt-was24tp093-white
CURVE MUSLIN SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-muslin-shirt-was24tp090-beige
CURVE SAFARI LINEN SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-safari-linen-shirt-was24tp094-black
CURVE DENIM SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-denim-shirt-was24tp079-mid-blue
CURVE FRAYED SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-frayed-shirt-was24tp089-black
CROPPED SILK SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/cropped-silk-shirt-was24tp005-black
STONE WASH BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/stone-wash-button-down-was24tp008-cream
CURVE LINEN SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/curve-linen-shirt-was24tp093-sky-blue
OVERSIZED STRIPED BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/oversized-striped-button-down-was24tp006-black
TEXTURED STRETCHY TOP,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/textured-stretchy-top-was24tp037-off-white
ORGANIC COTTON TUNIC,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/organic-cotton-tunic-was24tp026-coffee
PATCH POCKET SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/patch-pocket-shirt-was24tp022-camel
SLOUCHY BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/slouchy-button-down-was24tp021-maroon
OVERSIZED STRIPED BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/oversized-striped-button-down-was24tp006-blue
CROCHET TUNIC WITH POCKETS,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/crochet-tunic-with-pockets-was24tp068-black
MESH TOP,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/mesh-top-was24tp014-black
SLOUCHY BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/slouchy-button-down-was24tp021-camel
SLINKY BLOUSE,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/slinky-blouse-was24tp036-black
CROPPED SILK SHIRT,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/cropped-silk-shirt-was24tp005-khaki
STONE WASH BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/stone-wash-button-down-was24tp008-pink
MESH TOP,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/mesh-top-was24tp014-multi
FLOWY DAY BLOUSE,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/flowy-day-blouse-was24tp009-black
LINEN BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/linen-button-down-was24tp084-sky-blue
STONE WASH BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/stone-wash-button-down-was24tp008-black
LINEN BUTTON DOWN,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/linen-button-down-was24tp084-white
FLOWY DAY BLOUSE,"Rs.4,950.00", ,https://lamaretail.com/collections/tops-blouses/products/flowy-day-blouse-was24tp009-blue
BASIC POPLIN SHIRT,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/CRFWST0051-TEAL-BASIC-POPLIN-SHIRT_5.jpg?v=1708521509&width=1080,https://lamaretail.com/collections/tops-blouses/products/basic-poplin-shirt-crfwst0051-teal
BASIC BUTTON DOWN SHIRT,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP083-BEIGE-BASICBUTTON-DOWN-SHIRT_13.jpg?v=1708490215&width=1080,https://lamaretail.com/collections/tops-blouses/products/basic-button-down-shirt-was24tp083-beige
SLINKY BLOUSE,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP036-BLUE-SLINKY-BLOUSE_7.jpg?v=1710845984&width=1080,https://lamaretail.com/collections/tops-blouses/products/slinky-blouse-was24tp036-teal
PARTY TUNIC,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP082-TAUPE-PARTYTUNIC_3.jpg?v=1711008502&width=1080,https://lamaretail.com/collections/tops-blouses/products/party-tunic-was24tp082-taupe
STRETCHY V-NECK TOP,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP035-WHITE-STRETCHY-V-NECK-TOP_3.jpg?v=1709803044&width=1080,https://lamaretail.com/collections/tops-blouses/products/stretchy-v-neck-top-was24tp035-white
TIE-UP POPLIN SHIRT,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/CRFWST0050-BROWN-TIE-UP-POPLIN-SHIRT_13.jpg?v=1708521729&width=1080,https://lamaretail.com/collections/tops-blouses/products/tie-up-poplin-shirt-crfwst0050-brown
TIE-UP POPLIN SHIRT,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/CRFWST0050-OFF-WHITE-TIE-UP-POPLIN-SHIRT_9.jpg?v=1708521653&width=1080,https://lamaretail.com/collections/tops-blouses/products/tie-up-poplin-shirt-crfwst0050-off-white
EVERYDAY TANK TOP,"Rs.4,950.00",https://cdn.shopify.com/s/files/1/0537/9771/6146/files/WAS24TP040-BLACK-EVERYDAY-TANK-TOP_11.jpg?v=1708425672&width=1080,https://lamaretail.com/collections/tops-blouses/products/everyday-tank-top-was24tp040-black
